AccountID,TransactionID,TransactionAmount,TransactionCurrencyCode,LocalHour,TransactionScenario,TransactionType,TransactionIPaddress,IpState,IpPostalCode,IpCountry,IsProxyIP,BrowserLanguage,PaymentInstrumentType,CardType,PaymentBillingPostalCode,PaymentBillingState,PaymentBillingCountryCode,ShippingPostalCode,ShippingState,ShippingCountry,CvvVerifyResult,DigitalItemCount,PhysicalItemCount,TransactionDateTime
Z9176505267964821,0NGXJQEI-2A4N-NVLM-9AYL-VMD56L7UUYOF,297.83,USD,3,A,P,70.102,arizona,85013,us,FALSE,en-US,CREDITCARD,VISA,85016,AZ,US,85016,AZ,US,M,2,6,2/23/2007 2:54
X2163204089967500,ZB78KVR8-1FPY-FKV7-HJ00-PQES46C9PTOF,1601.04,USD,9,A,P,201.247,san salvador,1702,sv,FALSE,en-US,CREDITCARD,VISA,98368,WA,US,98368,WA,US,M,10,10,3/1/2007 7:21
Y3984688215643038,PLH2YIZN-U7SM-REIN-32OS-3N5Y4YG73GIN,910.37,EUR,13,A,P,70.66,british columbia,v9r 1a1,ca,FALSE,en-CA,CREDITCARD,VISA,V0R2W0,BC,CA,V0R2W0,BC,CA,M,9,22,2/10/2007 10:19
C8303871981139426,HUZCJBKX-GPF1-AZDU-0KDE-YUGFXW5X1QAP,617.46,USD,14,A,P,187.141,san luis potosi,78000,mx,FALSE,es-MX,CREDITCARD,AMEX,66290,Nuevo Le�n,MX,66290,Nuevo Le�n,MX,M,0,20,5/18/2007 8:24
F3636486297409778,3KANL6OD-XEA0-MWU8-KTEX-HUE4GOKB0HX4,234.5,USD,20,A,P,66.3,massachusetts,2148,us,FALSE,en-US,CREDITCARD,VISA,2150,MA,US,2150,MA,US,M,2,0,8/30/2007 2:02
G7902729859608622,Z19INMT9-HTZV-NUWE-KE3D-PA96MIG23I5L,17.35,USD,8,A,P,108.88,indiana,46601,us,FALSE,en-US,CREDITCARD,VISA,46511,IN,US,46511,IN,US,M,7,23,5/29/2007 18:50
A5656378357097561,WIBQB01V-GKYW-6NE8-01OI-0WYL0W26GBS2,66.18,USD,14,A,P,24.166,ohio,43302,us,FALSE,en-US,CREDITCARD,AMEX,43302,OH,US,43302,OH,US,M,4,11,1/25/2008 2:32
C9622417421858623,GEW5OG7W-O86E-S7I7-S6DC-QH37M6RZ9D06,767.19,USD,10,A,P,188.179,sjaelland,4600,dk,FALSE,da-DK,CREDITCARD,VISA,4660,,DK,4660,,DK,M,5,1,3/18/2007 17:47
V6752601781026441,FZ2H1122-JQ13-3ZPA-GOCN-2QBWQ5K3FST5,1553.71,USD,7,A,P,174.225,minnesota,55405,us,TRUE,en-US,CREDITCARD,VISA,50014,IA,US,50014,IA,US,,8,11,7/28/2007 12:11
T2343225343218196,OJMMY0WF-DV6V-M0M7-9S0R-RJWFAAO5TAQE,619.66,USD,18,A,P,109.99,bucuresti,70000,ro,FALSE,it-IT,CREDITCARD,MC,25081,Brescia,IT,25081,Brescia,IT,M,1,7,2/11/2007 8:51
R2893618389008586,YLLXTWLN-J7D6-Z5VN-KMHC-6TCW58ZSQ69V,601.53,SGD,0,A,P,85.3,zuerich,8043,ch,FALSE,de-CH,CREDITCARD,DISCOVER,8152,,CH,8152,,CH,M,4,20,2/28/2007 11:38
H1269224674505115,KDQ8OJVU-S87O-QDQ7-FOUU-V33PISNKVG7B,894.18,USD,17,A,P,201.88,acre,69900-050,br,FALSE,pt-BR,CREDITCARD,VISA,76961-772,RO,BR,76961-772,RO,BR,M,8,19,5/10/2007 3:29
N2527521633986937,N9Y1C4L0-6T3I-G1XT-P8Q5-KL9HW6MTVXIH,581.29,USD,12,A,P,59.136,chiba,260,jp,FALSE,ja-JP,CREDITCARD,MC,275-0017,???,JP,275-0017,???,JP,M,3,2,5/21/2007 13:36
X9091323644229533,EBY1N4I7-SPPZ-R8Y2-6DQ9-8U41KVWQYWMP,738.5,USD,7,A,P,208.8,quebec,h2y 2j7,ca,FALSE,en-US,CREDITCARD,,,,CA,,,CA,M,3,12,9/6/2007 4:04
S2747967073549095,MG4MC506-4YA5-M41U-NU6U-YT24U0E47FV6,1666.41,USD,17,A,P,146.23,california,94583,us,TRUE,en-US,PAYPAL,VISA,94109,CA,US,94109,CA,US,M,10,11,2/19/2007 21:17
M8669728832333168,I4QC3QYS-T6CI-LDFN-3WGW-9BE7TW2HXFZG,693.83,CAD,17,A,P,162.199,georgia,30309,us,FALSE,en-US,CREDITCARD,MC,35403,AL,US,35403,AL,US,,0,14,2/11/2007 2:53
X7817693391231676,27SD086D-FVPJ-45M4-WQV5-N1RTVZQ2MV8F,1635.25,USD,21,A,P,173.243,new york,12207,us,FALSE,en-US,CREDITCARD,VISA,11721,NY,US,11721,NY,US,M,4,23,10/22/2007 1:51
H7242331839457675,8IWMD2Q2-MUUH-DGZB-9MJ2-89PWYDVUF76W,1028.27,GBP,13,A,P,66.196,texas,75208,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,7,2,4/29/2007 9:49
K9165997029401326,773984AO-2RSN-X5CQ-EZR3-MR7PYJQK7I2T,573.83,USD,13,A,P,109.99,bucuresti,70000,ro,FALSE,en-GB,CREDITCARD,MC,AB10 6ST,,GB,AB10 6ST,,GB,M,3,15,5/23/2007 22:20
J3781933447363113,2IK5SMMM-AZYT-8YVI-KJGS-52NRIXLJIZJL,608.61,CAD,10,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,AMEX,97008,OR,US,97008,OR,US,M,6,19,4/6/2007 15:49
Z2996147789446064,1JTJ8BIC-B1X0-HE7O-WY47-IKWKVVGG24RB,934.74,USD,12,A,P,128.237,pennsylvania,15213,us,FALSE,en-US,CREDITCARD,VISA,85704,AZ,US,85704,AZ,US,M,7,17,4/28/2007 20:09
K3861722249077356,FMALLAHD-ALZQ-VAQR-CXJ0-6GKATEWRLVD1,6.91,CAD,7,A,P,96.255,district of columbia,20026,us,FALSE,en-US,CREDITCARD,VISA,20110,VA,US,20110,VA,US,M,3,17,2/10/2007 18:23
W6978627332205371,9JY7WDBI-ZRJ2-MFV3-9KQF-N9AUIUOMOW1A,621.29,EUR,10,A,P,50.79,illinois,60448,us,FALSE,en-US,CREDITCARD,,60448,IL,US,60448,IL,US,M,2,12,7/28/2007 16:05
U7177387587232938,W2O7RYP1-P3WE-YWAN-8Y8F-E85J0JLVYB7Y,45.8,USD,21,A,P,86.152,greater london,sw1e,gb,FALSE,en-GB,CREDITCARD,VISA,br8 7el,,GB,br8 7el,,GB,P,10,12,2/17/2007 0:45
A1151883756873243,CQVP4B0B-Q7QB-T70K-26G5-QMMEWL4I38DG,1925.08,USD,8,A,P,107.218,mississippi,39203,us,FALSE,en-US,CREDITCARD,MC,71111,LA,US,71111,LA,US,M,5,10,8/6/2007 8:56
V5679295321362914,6TMDPUUB-ZFAX-50OI-XXF0-T6SJKPSH8IQX,1731.82,USD,7,A,P,76.21,virginia,22303,us,FALSE,en-US,CREDITCARD,VISA,22314,VA,US,22314,VA,US,M,0,8,3/27/2007 10:36
A7560749779186516,IWWCQX7X-1CVF-0U7X-9IT6-8Q292SSR9KCV,406.28,CHF,16,A,P,79.16,oslo,1006,no,FALSE,nn-NO,CREDITCARD,MC,1357,,NO,1357,,NO,M,10,21,7/28/2007 21:02
E7697893655332149,EVFG95O5-3CKX-A60S-6FZF-X27LP8JJEI17,611.34,USD,0,A,P,76.116,new jersey,8037,us,FALSE,en-US,CREDITCARD,MC,8081,NJ,US,8081,NJ,US,M,4,17,8/5/2007 23:26
Y4212168282095304,MQUKPL6T-9Q0Y-6QGX-9RSW-CE3OAA96A8QH,1197.56,USD,21,A,P,98.22,indiana,46060,us,FALSE,en-US,CREDITCARD,VISA,46226,IN,US,46226,IN,US,M,5,22,3/8/2007 15:38
U6991315381842996,U6DG69YV-EVN0-PWU9-8ZIP-RUIZ39F1N1Y7,1030.65,USD,22,A,P,14.52,gyeonggi-do,461,kr,FALSE,ko-KR,CREDITCARD,VISA,135835,Seoul,KR,135835,Seoul,KR,M,10,5,4/23/2007 19:18
Y6095340455498964,NSR8YYK7-1CHG-9HJV-62OK-KB0FW94IXYH5,1435.89,USD,9,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,VISA,32207,FL,US,32207,FL,US,M,7,0,7/14/2007 3:40
J5173160649326679,C2D1O8VA-HKT9-8QU6-1CBH-B96ASY4L352W,1389.31,EUR,3,A,P,98.201,texas,77478,us,FALSE,en-US,CREDITCARD,VISA,77479,TX,US,77479,TX,US,M,0,11,2/27/2007 2:16
K3934697189798027,NAJISWLE-8O0E-II2Z-PI9P-GJ8JSEK0A5AG,1957.92,USD,2,A,P,166.13,georgia,30309,us,TRUE,en-US,CREDITCARD,VISA,76085,TX,US,76085,TX,US,M,6,23,2/11/2007 7:05
D6581771811239311,JA5KX3PM-5TK8-LC4U-8I2P-64K1P0WC7SLY,1039.37,NZD,11,A,P,90.209,staffordshire,ws11,gb,FALSE,en-US,CREDITCARD,MC,,,GB,,,GB,M,8,14,3/4/2007 4:33
P1241215840575799,ZVNXU28L-BTHN-47VC-OOHM-JC2L4QW0GU1Y,536.67,USD,5,A,P,24.229,pennsylvania,16901,us,FALSE,en-US,CREDITCARD,VISA,16901,PA,US,16901,PA,US,M,6,19,3/14/2007 17:06
C2412516079927057,8MKQWADC-L7FX-8YQI-7GIY-FNC6JGQ1OUNJ,599.16,GBP,0,A,P,75.146,minnesota,55405,us,FALSE,en-US,CREDITCARD,VISA,55347,MN,US,55347,MN,US,M,1,20,2/11/2007 7:27
S5051771724545468,DWUXEIJZ-YFYL-CHFR-H5AU-ZBFFD2LRBUW6,600.66,USD,3,A,P,194.112,wien,1000,at,FALSE,de-AT,CREDITCARD,VISA,3364,,AT,3364,,AT,M,6,4,4/11/2007 14:11
S4998563091131641,3VJJXLHS-9K8L-7AVH-SUSR-UDVG9FKUCETK,1010.3,USD,19,A,P,74.36,wisconsin,54017,us,FALSE,en-US,CREDITCARD,,54017,WI,US,54017,WI,US,M,8,10,2/14/2007 0:52
N8252286057188257,G570MKBM-OTIB-LOKC-P927-ZTYCZT0IMIAM,1744.51,USD,12,A,P,72.201,arizona,85013,us,FALSE,en-US,CREDITCARD,VISA,85016,AZ,US,85016,AZ,US,M,0,21,3/8/2007 3:29
Z4836790353125314,2Z9KZK0H-VGG3-1J8Z-H46L-65R73BQQ3945,911.21,USD,7,A,P,167.206,new york,10465,us,FALSE,en-US,CREDITCARD,VISA,10465,NY,US,10465,NY,US,M,1,14,3/6/2007 4:14
F3656583295432163,DY0HR2EI-32YX-6Q20-QE8T-WAYUCUC024D4,679.59,USD,12,A,P,82.2,bedford,mk41,gb,FALSE,en-GB,CREDITCARD,VISA,SW18 3TE,,GB,SW18 3TE,,GB,M,6,23,7/4/2007 16:59
Y1074827074023840,W4LC34VN-MLL9-O1K3-UM4W-M3HWXN6P3TER,1149.92,MXN,22,A,P,208.52,virginia,23669,us,FALSE,en-US,CREDITCARD,MC,66027,KS,US,66027,KS,US,M,9,3,2/16/2007 21:36
T2921331387282087,7KCKWDVS-QM8A-1EYA-EFKL-4RSHAT27MGYX,608.24,USD,4,A,P,62.18,roma,119,it,TRUE,it-IT,CREDITCARD,VISA,20131,Milano,IT,20131,Milano,IT,M,10,24,7/4/2007 18:22
I7673381687952423,Z9FX562H-PHMX-78TQ-W8W7-4NSW4M8J2GO5,685.76,USD,19,A,P,96.255,district of columbia,20026,us,FALSE,en-US,CREDITCARD,MC,55440,MN,US,55440,MN,US,M,6,22,2/11/2007 3:55
S9839328587774637,BWM9L3A8-X4K4-EKBO-VAOV-3A3X9S10M3ZS,1765.58,BRL,22,A,P,74.65,maine,4101,us,FALSE,en-US,CREDITCARD,,3431,NH,US,3431,NH,US,M,3,8,2/14/2007 10:29
M6134404640067837,LVDGGEE5-NUAV-FFTJ-UQGF-HVA1NYF0XG9D,1052.32,USD,11,A,P,81.157,sheffield,s1,gb,FALSE,en-US,CREDITCARD,MC,,,GB,,,GB,M,10,22,9/18/2007 11:50
R6841987477626712,2BV5GPPW-I2T3-J9SM-8Y2R-P90YQGEOBMVG,471.37,USD,16,A,P,109.99,bucuresti,70000,ro,FALSE,en-GB,CREDITCARD,MC,EH26 9EG,,GB,EH26 9EG,,GB,M,1,8,4/12/2007 4:37
S7614823533672580,ZK71RK2W-MOM7-T09M-SXQD-P86K5NCFTM87,1391.74,USD,22,A,P,108.217,ohio,43201,us,FALSE,en-US,CREDITCARD,VISA,43123,OH,US,43123,OH,US,M,9,7,3/14/2007 14:52
W7751485576373613,04T0JY4V-HVK9-3AAZ-HAQD-M3HXH0IR7R04,1766.86,USD,4,A,P,96.252,florida,33603,us,FALSE,en-US,CREDITCARD,VISA,34240,FL,US,34240,FL,US,M,5,18,3/5/2007 3:35
J5686130120261743,2V5SXA1W-SGQJ-WQUJ-K7FL-PX2EYKZM6TJC,898.56,USD,4,A,P,98.251,georgia,30223,us,FALSE,en-US,PAYPAL,AMEX,33525,FL,US,33525,FL,US,M,7,18,9/14/2007 21:49
P1703152279077557,PDQINKCS-3Q1D-RA4L-ST1O-0JATYLDE0YLW,602.68,USD,4,A,P,69.123,new jersey,7436,us,FALSE,en-US,CREDITCARD,VISA,7652,NJ,US,7652,NJ,US,,6,10,2/10/2007 14:12
C9138742195325698,WYH9WFYP-DKLE-XLKB-MLDT-AX4CNQU8R45B,379.82,USD,3,A,P,98.22,ohio,43055,us,FALSE,en-US,PAYPAL,AMEX,43056,OH,US,43056,OH,US,M,3,0,2/23/2007 19:25
B4090570232775023,VJ5NA08M-JZHZ-ETVY-6AFT-GEPG0HTDGUAG,218.5,USD,12,A,P,76.31,texas,77007,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,N,6,23,2/28/2007 13:18
I2774746845408884,3VWYC251-FPNJ-5PMP-VSXU-IZR5PLHTE5SM,425.79,USD,8,A,P,208.79,minnesota,55343,us,FALSE,en-SG,CREDITCARD,VISA,408600,,SG,408600,,SG,M,3,23,4/12/2007 3:21
Y9780803021152046,XGA4TLTZ-YE29-RJA6-E1MB-ZE9TXAMO3SI8,1615.41,USD,16,A,P,79.97,dublin,0,ie,FALSE,en-IE,CREDITCARD,VISA,,,IE,,,IE,M,1,10,2/17/2007 4:48
N6818698247561123,U3F933LE-ACNJ-UJP7-8NIV-JNZSYZ5G88TY,474.85,USD,14,A,P,76.18,florida,32212,us,FALSE,en-US,CREDITCARD,MC,32217,FL,US,32217,FL,US,M,0,12,5/31/2007 17:37
M9365882253727477,BHZXZG69-V2OS-8HX0-GT7F-VA4CCSV2TDNX,1282.51,AUD,1,A,P,108.23,alabama,35233,us,FALSE,en-US,CREDITCARD,,75002,TX,US,75002,TX,US,M,2,6,1/25/2008 1:31
I7804350717875811,SSOIWQ58-T6B7-FEI7-0II4-CG5ZGR60AAFO,0.66,NOK,8,A,P,65.31,oklahoma,73102,us,FALSE,en-US,CREDITCARD,VISA,64116,MO,US,64116,MO,US,M,2,13,5/31/2007 13:25
C8562894567581841,0JMLYOZX-UETZ-XCOE-DX7N-FNH97CSZE0JC,1992.32,USD,16,A,P,184.1,florida,32812,us,FALSE,en-US,CREDITCARD,VISA,30022,GA,US,30022,GA,US,M,8,0,3/8/2007 13:22
B8932395727927077,1KF1N8CB-LU0G-NGV4-XX9O-RI7ID37QYVY0,121.76,USD,11,A,P,76.167,california,91411,us,FALSE,en-US,CREDITCARD,VISA,90066,CA,US,90066,CA,US,M,2,8,2/10/2007 20:06
L2950305266139752,RDVFEZLW-70QF-4ZW9-0S0R-JV0Y1QRKUN0L,1893.69,GBP,10,A,P,216.15,new york,14534,us,FALSE,en-US,PAYPAL,VISA,43215,OH,US,43215,OH,US,M,7,7,7/21/2007 2:52
V7271142075599744,VGPTC0GJ-5FMI-EJ2J-IAYX-CY6MX3MBRN4K,479.17,USD,8,A,P,216.197,saskatchewan,s4a 0a1,ca,FALSE,en-CA,CREDITCARD,,N0J 1H0,ON,CA,N0J 1H0,ON,CA,M,0,1,3/9/2007 9:07
D6627306619195928,JKWG5AJK-6X5C-TCIX-F1FM-YPYOGK1J8Z9K,1801.34,KRW,22,A,P,201.247,san salvador,1702,sv,FALSE,en-US,CREDITCARD,VISA,21231,MD,US,21231,MD,US,M,1,17,5/21/2007 9:44
X7662237879388120,SSQ7HRGS-Q97Q-ASS6-RFLU-B9D5P4GW73YN,1808.01,USD,13,A,P,98.22,indiana,46060,us,FALSE,en-US,CREDITCARD,MC,46038,IN,US,46038,IN,US,M,2,1,2/19/2007 15:24
M8849487359711334,417OJ0WV-V0L3-57GX-KZJC-CAB33RMMQHY0,424.81,USD,13,A,P,108.228,california,92604,us,FALSE,en-US,CREDITCARD,VISA,91354,CA,US,91354,CA,US,M,7,23,3/2/2007 12:00
S9259685391612241,RA63UTVV-80SH-HE9V-ECT1-WGQ63P7DSAYW,1448.3,USD,12,A,P,184.36,georgia,30324,us,FALSE,en-US,CREDITCARD,MC,30022,GA,US,30022,GA,US,M,8,15,2/20/2007 20:56
F4128798192083938,G4FYI3G8-2NAQ-AE2Z-4QXF-QCY9DPQPLFCV,644.42,GBP,14,A,P,85.178,berlin,13178,de,FALSE,de-DE,CREDITCARD,,12167,,DE,12167,,DE,,8,22,3/13/2007 0:00
T9437647863465539,6DK45IAY-BK23-ZSUF-ZMJ7-E502KCQ4SM4T,766.93,USD,16,A,P,83.226,stockholms lan,118 58,se,FALSE,sv-SE,CREDITCARD,VISA,12647,,SE,12647,,SE,,7,15,3/4/2007 0:12
H4808233981974459,L5GO2RK4-2S6O-JIDX-NQNV-JTI4GEKJA7C7,919.98,USD,8,A,P,207.181,illinois,60608,us,FALSE,en-US,CREDITCARD,MC,60611,IL,US,60611,IL,US,M,1,23,2/11/2007 2:08
I8628771895113972,72MRCER3-15F6-JL0E-IW74-NWYDBBSDIVFA,1946.03,USD,23,A,P,68.51,illinois,60608,us,FALSE,en-US,CREDITCARD,MC,60637,IL,US,60637,IL,US,M,9,6,4/23/2007 20:17
Q7664414634868707,SAO6DG1Z-LKO8-2J4L-53ED-XFN3RRSADHTE,961.09,CAD,1,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,VISA,5478,VT,US,5478,VT,US,M,6,17,4/11/2007 22:53
D7598547197381774,C5GIRT7K-M49K-XFG5-7ABZ-JA9BOE9I0PZA,1973.07,USD,12,A,P,142.217,quebec,h2y 2j7,ca,FALSE,fr-CA,CREDITCARD,VISA,G4T 1A8,QC,CA,G4T 1A8,QC,CA,M,4,7,3/16/2007 3:32
N2412857471627840,DW54WO9V-QB2F-J4GW-D9II-OWEITDJOH9TW,1480.68,CAD,13,A,P,24.216,illinois,62084,us,FALSE,en-US,CREDITCARD,MC,62254,IL,US,62254,IL,US,M,0,4,6/27/2007 1:34
A2176515893617954,93RVEVIT-WWQT-HM95-5QOW-94HU26OO8D88,1909.92,USD,14,A,P,87.156,mecklenburg-vorpommern,19053,de,FALSE,de-DE,CREDITCARD,VISA,19086,,DE,19086,,DE,M,8,6,2/10/2007 15:23
C1839683520775483,1ERYS58P-DWZ2-5X7I-5I6Q-MX1RHL70UB99,787.47,USD,16,A,P,107.202,georgia,30084,us,FALSE,en-US,CREDITCARD,VISA,30622,GA,US,30622,GA,US,X,2,11,3/30/2007 17:08
O3786191377949117,WN0OBB3X-D62H-ECIR-H5IV-S92428LFQEDQ,565.03,USD,10,A,P,68.191,tennessee,37660,us,FALSE,en-US,CREDITCARD,VISA,37868,TN,US,37868,TN,US,M,0,0,2/18/2007 16:15
M1304858963042361,3HUKUULR-09A1-HL8I-U4FD-AW8IAXN6EQ9L,1443.34,USD,9,A,P,76.6,new jersey,8809,us,FALSE,en-US,CREDITCARD,VISA,7871,NJ,US,7871,NJ,US,,1,0,3/24/2007 19:31
O1993539786104650,VVEJAVVI-178O-UKK4-P3RB-CTP65WEWNQ15,664.45,USD,16,A,P,70.193,georgia,30309,us,TRUE,en-US,CREDITCARD,MC,36804,AL,US,36804,AL,US,,2,17,4/24/2007 2:49
L9197681474126179,WXHHS03E-OJ1O-UXDF-MAIO-JIZAAMHB5RKB,663.08,USD,16,A,P,100.1,new jersey,7103,us,FALSE,en-US,PAYPAL,,7036,NJ,US,7036,NJ,US,M,7,22,2/26/2007 16:59
K1525400198461112,F2QRITEA-K8I4-H3UG-2LKL-9J3BGL9F562W,832.05,USD,14,A,P,108.193,missouri,63139,us,FALSE,en-US,CREDITCARD,,63125,MO,US,63125,MO,US,M,4,21,4/30/2007 4:34
E1943896624614683,P23XXI03-0GCQ-FV8Z-QLHN-7JLPFRJEYHI0,1440.08,EUR,15,A,P,24.18,michigan,49401,us,FALSE,en-US,CREDITCARD,VISA,49795,MI,US,49795,MI,US,M,1,1,5/20/2007 14:13
B1319586733602762,H9CAZCDH-E04O-2UDR-0SEE-DCLZHP5LKVQQ,1811.32,ILS,17,A,P,74.141,kentucky,40205,us,FALSE,en-US,CREDITCARD,DISCOVER,,,US,,,US,P,5,16,7/4/2007 13:49
L9106271599027008,XOXGZZH0-5Z2P-7MWL-76II-5CPNBI26E1XK,1209.7,USD,6,A,P,132.241,california,95929,us,FALSE,en-US,CREDITCARD,VISA,94536,CA,US,94536,CA,US,,4,24,3/11/2007 6:15
P8754379928705294,YB8AU7MT-YS2W-YX7T-HPZP-74IP8DA2CUNL,539.22,USD,9,A,P,130.58,pennsylvania,19081,us,FALSE,en-US,CREDITCARD,VISA,,,,,,,M,6,1,7/4/2007 1:54
A3553898182406508,OKBJ5GYM-EH7D-NOCU-ZQK7-2MSIM6HJBL5M,1974.52,USD,8,A,P,108.227,missouri,64124,us,FALSE,en-US,CREDITCARD,VISA,65803,MO,US,65803,MO,US,M,0,20,2/22/2007 2:27
S4675544415944571,AN4HWSNY-KRFF-K6SS-ZQBZ-MQWJQPG0RU1J,1077.4,USD,6,A,P,79.224,baden-wuerttemberg,70173,de,FALSE,de-DE,CREDITCARD,MC,71120,,DE,71120,,DE,M,4,25,10/2/2007 11:08
P4564757563523515,7KKVKVFO-B3V4-IO8L-IZYX-XCYQYPEILPGP,1090.29,USD,21,A,P,70.45,none,918,pr,FALSE,en-US,CREDITCARD,AMEX,,,US,,,US,,5,7,3/24/2007 16:51
J6880956127473116,3R89XE2K-JJYN-C4ZX-N04N-XM7QTZWWV325,634.02,USD,4,A,P,207.119,missouri,64124,us,FALSE,en-US,CREDITCARD,VISA,64429,MO,US,64429,MO,US,M,1,7,5/21/2007 6:58
W9748407862622253,L28XZPRP-N82T-MUVY-GPWU-B395GU9P71RZ,956.74,USD,4,A,P,201.4,rio grande do sul,96010-000,br,FALSE,pt-BR,CREDITCARD,AMEX,96055-450,RS,BR,96055-450,RS,BR,M,6,6,2/18/2007 16:30
S1126330769062367,C8LYGHAZ-31C4-72Y7-L4UQ-MTRAL85S2UFM,1144.64,AUD,8,A,P,24.9,colorado,80129,us,FALSE,en-US,CREDITCARD,AMEX,80127,CO,US,80127,CO,US,M,7,0,4/12/2007 6:20
W9546973665894960,6PCIOB8H-H6BW-5D3F-FZDH-V1SMDKLF4TYU,1001.65,USD,19,A,P,17.7,noord-holland,1000,nl,TRUE,fr-FR,PAYPAL,VISA,,,FR,,,FR,M,6,9,2/14/2007 3:23
P8018391363987202,S6L24R93-6WHA-H4ZV-GSVB-7YMK1GT9LYNO,876.68,MXN,15,A,P,206.127,montana,59601,us,FALSE,en-US,CREDITCARD,,83702,ID,US,83702,ID,US,M,9,6,5/6/2007 2:45
B4950439847507884,2YYQHWZ3-775G-3ZXP-3OAY-4R6Q8MR6V1E6,1222.18,USD,21,A,P,67.19,colorado,80631,us,FALSE,en-US,CREDITCARD,MC,80634,CO,US,80634,CO,US,M,4,23,11/27/2007 16:47
O1495504375855100,0PSKJJT5-5K33-32O3-LTEZ-3HKPGT5N34FK,1925.26,USD,8,A,P,78.2,antwerpen,2800,be,FALSE,nl-BE,CREDITCARD,VISA,9050,,BE,9050,,BE,M,2,12,2/23/2007 1:20
Y3298446741152075,D51SCDQU-XKA5-LQKY-830D-Z5OGW7Z6WBPP,1184.16,CAD,6,A,P,71.169,vermont,5401,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,5,11,10/10/2007 11:00
T3503141995457381,O8AFBYZ0-CDRB-IJSU-R3XJ-WL87IKZ69J9P,350.37,USD,1,A,P,140.239,texas,78703,us,FALSE,en-US,CREDITCARD,VISA,52641,IA,US,52641,IA,US,M,6,4,5/2/2007 6:20
S7094921320547130,1HMIMRRN-GUOS-MCU3-M20Z-90ZQT32Q0MKB,966.37,EUR,10,A,P,68.111,california,92688,us,FALSE,en-US,CREDITCARD,VISA,92606,CA,US,92606,CA,US,M,5,19,6/11/2007 5:14
Y8325462788921417,Z846SKIT-MB07-1CK2-ZEEQ-RECC9STW2PJB,1015.59,GBP,2,A,P,198.166,alberta,t5a 0a3,ca,FALSE,en-CA,CREDITCARD,VISA,T9A 0L8,AB,CA,T9A 0L8,AB,CA,M,2,12,3/1/2007 17:38
G7209861439253173,SPM06XOO-XQNI-H2MH-WK75-6I8VRD3V8RAV,1705.1,USD,22,A,P,74.104,massachusetts,2118,us,FALSE,en-US,CREDITCARD,VISA,2451,MA,US,2451,MA,US,M,5,5,7/28/2007 20:51
S2038818917402590,WCR0R3XU-7ZYJ-2Y2U-0W49-7DFFSCZ51WK7,366.14,GBP,19,A,P,198.24,california,90026,us,FALSE,en-US,CREDITCARD,VISA,90003,CA,US,90003,CA,US,M,9,18,11/13/2007 14:00
F6542882314293986,B4U0GWKX-L9GK-UJPC-Z78R-OJ7UST5V9M8Z,1260.73,USD,10,A,P,71.183,new york,10020,us,FALSE,en-US,CREDITCARD,VISA,11756,NY,US,11756,NY,US,M,8,7,4/6/2007 7:56
E6430854368348039,RT8OHI93-IPJM-GBH9-BMYO-TNSJ4WK9ODOO,1340.36,USD,15,A,P,92.235,worcestershire,b61,gb,NA,en-GB,CREDITCARD,DISCOVER,B97 4RR,,GB,B97 4RR,,GB,M,1,8,3/7/2007 5:31
A3488582390204312,MVHB2YAH-9JL5-IU5Q-8RT3-K4KQQ7A5911S,1808.93,USD,17,A,P,71.197,washington,98007,us,FALSE,en-US,CREDITCARD,VISA,98053,WA,US,98053,WA,US,M,6,7,10/28/2007 14:14
N6767935459199701,FZ7PLTAF-ZCP5-OT3B-E22M-0FWIU1UNY63C,1596.92,EUR,20,A,P,207.67,florida,32204,us,FALSE,en-US,CREDITCARD,MC,84120,UT,US,84120,UT,US,M,1,14,3/24/2007 19:44
E3252161079869516,1SEOXKIX-VRFA-6X84-7NP8-9JO17RPTNS80,1156.95,USD,21,A,P,150.135,arizona,85721,us,FALSE,en-US,CREDITCARD,,85739,AZ,US,85739,AZ,US,M,7,1,5/9/2007 13:20
K2690367738221149,4LSHF01N-4W9C-OU6V-QQ4N-BP7KRPTYLCL2,385.9,EUR,19,A,P,108.72,ohio,43085,us,FALSE,en-US,PAYPAL,MC,43160,OH,US,43160,OH,US,M,0,13,3/1/2007 9:31
U8261439169347109,UTX6W2RQ-K5AZ-CWAE-99HI-KOQ7EM7PNHK5,661.89,GBP,0,A,P,108.49,massachusetts,2118,us,FALSE,en-US,PAYPAL,VISA,2021,MA,US,2021,MA,US,M,7,13,5/12/2007 1:10
G8044408239861329,9KCI0EDC-AHLK-WK77-YCQU-BLTMSH01CZZE,379.11,USD,8,A,P,212.143,hamerkaz,49100,il,FALSE,he-IL,CREDITCARD,AMEX,58442,,IL,58442,,IL,M,10,13,1/6/2008 18:11
B4826741735139748,X5S2NV38-7UVC-V8VP-OTZT-00ZAL9Q5PWPR,676.91,USD,3,A,P,94.193,birmingham,b1,gb,FALSE,en-US,CREDITCARD,MC,,,GB,,,GB,M,8,7,6/3/2007 0:56
